"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Percentage","Flag Codes","Flags"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","AUS","Australia","2020","2020",2136.1,"D","Difference in methodology"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","AUS","Australia","2021","2021",2357.6,"D","Difference in methodology"
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","AUT","Austria","2015","2015",1514166,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","AUT","Austria","2016","2016",1507574,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","AUT","Austria","2017","2017",1525188,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","AUT","Austria","2018","2018",1622759,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","AUT","Austria","2019","2019",1742177,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","AUT","Austria","2020","2020",1622882,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","AUT","Austria","2015","2015",175.2,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","AUT","Austria","2016","2016",172.6,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","AUT","Austria","2017","2017",173.4,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","AUT","Austria","2018","2018",183.6,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","AUT","Austria","2019","2019",196.2,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","AUT","Austria","2020","2020",182,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","AUT","Austria","2015","2015",6056.7,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","AUT","Austria","2016","2016",5935.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","AUT","Austria","2017","2017",6052.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","AUT","Austria","2018","2018",6363.8,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","AUT","Austria","2019","2019",6832.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","AUT","Austria","2020","2020",6389.3,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2010","2010",2044894,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2011","2011",2035905,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2012","2012",2075328,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2013","2013",2078720,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2014","2014",2163932,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2015","2015",2237351,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2016","2016",2262548,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2017","2017",2281227,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2018","2018",2307172,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2019","2019",2353696,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","BEL","Belgium","2020","2020",2365903,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2010","2010",187.7,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2011","2011",184.4,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2012","2012",186.8,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2013","2013",186.3,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2014","2014",193.1,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2015","2015",198.4,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2016","2016",199.7,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2017","2017",200.5,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2018","2018",201.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2019","2019",204.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","BEL","Belgium","2020","2020",205,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2010","2010",13453.3,"D","Difference in methodology"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2011","2011",13394.1,"D","Difference in methodology"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2012","2012",12427.1,"D","Difference in methodology"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2013","2013",8120,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2014","2014",8868.6,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2015","2015",8411.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2016","2016",8348.9,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2017","2017",8417.8,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2018","2018",8451.2,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2019","2019",8497.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","BEL","Belgium","2020","2020",8541.2,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CAN","Canada","2010","2010",4263740,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CAN","Canada","2011","2011",4377919,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CAN","Canada","2012","2012",4420666,"E","Estimated value"
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CAN","Canada","2013","2013",4642658,"E","Estimated value"
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CAN","Canada","2015","2015",5278341,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CAN","Canada","2017","2017",5611107,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CAN","Canada","2019","2019",5419821,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CAN","Canada","2010","2010",125.4,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CAN","Canada","2011","2011",127.5,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CAN","Canada","2012","2012",127.3,"E","Estimated value"
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CAN","Canada","2013","2013",132.3,"E","Estimated value"
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CAN","Canada","2015","2015",147.8,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CAN","Canada","2017","2017",153.5,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CAN","Canada","2019","2019",144.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CAN","Canada","2010","2010",8809.4,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CAN","Canada","2011","2011",8721,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CAN","Canada","2012","2012",8668,"E","Estimated value"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CAN","Canada","2013","2013",8962.7,"E","Estimated value"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CAN","Canada","2015","2015",9811,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CAN","Canada","2017","2017",9984.2,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CAN","Canada","2019","2019",9872.2,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2010","2010",910067,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2011","2011",939571,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2012","2012",993167,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2013","2013",1007159,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2014","2014",1034187,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2015","2015",1074709,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2016","2016",1135284,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2017","2017",1097052,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2018","2018",1178430,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2019","2019",1217789,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","CZE","Czech Republic","2020","2020",1155945,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2010","2010",86.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2011","2011",89.5,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2012","2012",94.5,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2013","2013",95.8,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2014","2014",98.3,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2015","2015",101.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2016","2016",107.4,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2017","2017",103.5,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2018","2018",110.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2019","2019",114.1,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2020","2020",108.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2010","2010",5987.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2011","2011",6061.7,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2012","2012",6285.9,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2013","2013",6374.4,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2014","2014",6504.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2015","2015",6321.8,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2016","2016",6922.5,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2017","2017",6569.2,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2018","2018",6891.4,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2019","2019",6958.8,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","CZE","Czech Republic","2020","2020",6643.4,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2010","2010",620710,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2011","2011",692274,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2012","2012",727661,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2013","2013",796727,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2014","2014",849298,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2015","2015",919548,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2016","2016",920282,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2017","2017",996384,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2018","2018",1069713,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2019","2019",1105729,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2020","2020",1140605,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DNK","Denmark","2021","2021",1207765,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2010","2010",111.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2011","2011",124.3,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2012","2012",130.1,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2013","2013",141.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2014","2014",150.5,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2015","2015",161.8,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2016","2016",160.7,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2017","2017",172.8,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2018","2018",184.6,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2019","2019",190.2,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2020","2020",195.6,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","DNK","Denmark","2021","2021",206.8,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2010","2010",4056.9,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2011","2011",4247.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2012","2012",3933.3,"E","Estimated value"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2013","2013",3758.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2014","2014",3987.3,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2015","2015",4297,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2016","2016",4108.4,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2017","2017",4351,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2018","2018",4650.9,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2019","2019",4685.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2020","2020",4812.7,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","DNK","Denmark","2021","2021",4736.3,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2010","2010",153192,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2011","2011",150510,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2012","2012",189190,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2013","2013",213253,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2014","2014",213533,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2015","2015",214143,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2016","2016",229174,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2017","2017",297594,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FIN","Finland","2018","2018",317115,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2010","2010",28.6,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2011","2011",27.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2012","2012",34.9,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2013","2013",39.2,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2014","2014",39.1,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2015","2015",39.1,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2016","2016",41.7,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2017","2017",54,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FIN","Finland","2018","2018",57.5,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2010","2010",1355.7,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2011","2011",1308.8,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2012","2012",1603.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2013","2013",1807.2,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2014","2014",1825.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2015","2015",1814.8,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2016","2016",1723.1,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2017","2017",2204.4,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FIN","Finland","2018","2018",3484.8,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2010","2010",9435125,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2011","2011",10068076,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2012","2012",11261283,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2013","2013",12115623,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2014","2014",11896612,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2015","2015",12557787,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2016","2016",12945754,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2017","2017",12686590,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2018","2018",13106629,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","FRA","France","2019","2019",13384683,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2010","2010",145.6,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2011","2011",154.6,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2012","2012",172.1,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2013","2013",184.2,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2014","2014",179.4,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2015","2015",188.7,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2016","2016",194,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2017","2017",189.6,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2018","2018",195.2,,
"DGTSCTEX","Computed Tomography exams, total","RTOINPNB","Per 1 000 population","FRA","France","2019","2019",198.6,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2010","2010",12317.4,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2011","2011",12338.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2012","2012",12753.4,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2013","2013",12713.1,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2014","2014",11709.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2015","2015",11385.1,"B","Break"
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2016","2016",11446.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2017","2017",10927.3,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2018","2018",11069.8,,
"DGTSCTEX","Computed Tomography exams, total","PERMACNB","Per scanner","FRA","France","2019","2019",10953.1,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DEU","Germany","2010","2010",9859000,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DEU","Germany","2011","2011",10236000,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DEU","Germany","2012","2012",10548000,,
"DGTSCTEX","Computed Tomography exams, total","NOMBRENB","Number","DEU","Germany","2013","2013",10910000,,
